Robert Muldoon
Paparoni
Viara
Anilaza
Damon
Solaire of Astora
Yukinosuke
Q51625212
Maia
Hiketabe no Akaiko
Q53349120
Wally
Abe Ssaku
Guardian of Forever
Q55596300
Sanada Yukimura
Egghead
Q56313213
Neomorph
Gangbang (Superhero Landing)
Q59389729
Zoc
Q60198525
Kang
Q60964824
Jerry Polemica
Q61827194
Q61940755
Ronan Boyle
Vina
Q62027343
Bron-Char
Q62422706
Control
Q63060041
Jean-Paul Moulin
Q63226087
Air
Angry Man
Carnage Kabuto
Q63400046
Black Sperm
Bofoi
Bomb
Bushidrill
Elder Centipede
Crescent Eyebroll
Fuhrer Ugly
Genji
Green
Gun Gun
Jubilee
Gloria Macapagal Arroyo
Sunspot
Overmind
Warren Worthington III
Rhonin
Psylocke
Radioactive Man
Vanisher
Cannonball
Mikhail Rasputin
X-23
Nocturne
Polaris
Onslaught
Leech
Sage
Cable
Namorita
Fantomex
Prodigy
Gambit
Amelia Voght
Bedlam
Blaquesmith
Nodens
Elias Bogan
Fever Pitch
Flex
Gorgon
Thornn
Emplate
Blindfold
Gentle
Nirrti
Ultimate Storm
Wolf Cub
Aminedi
Beef
Crule
Dirtnap
Jean Grey
Flashback
Golden Child
Hemingway
Jeffrey Garrett
Krystalin
Kylun
Lacuna
Link
Lt. Ethan Warren
Meanstreak
Mikula Golubev
Orphan-Maker
Punchout
Raptor
Scanner
Scramble
Shepard
Tildie Soames
Zagara
Karass
Varian Wrynn
Apophis
Anise
Kaloth
Zasz
Jaina Proudmoore
Terenas Menethil II
Vol'jin
Raszagal
Adun
Khadgar
Tirion Fordring
Tassadar
Ra
Sen'jin
Egeria
Sarah Kerrigan
Zul'jin
Hathor
Ba'al
Artanis
Fenix
Sally Whitemane
Zeratul
Medivh
Daggoth
Aldaris
Yu
Anubis
Biomateria
Cronus
Anduin Wrynn
Genn Greymane
Aegywnn
Uther Lightbringer
Selendis
Jolinar of Malkshur
Q19545110
Tower
Transonic
Tremolo
Velocidad
list of Marvel Comics characters: W
Freakshow
Ghoul
Pixie
Eye-Scream
Dancing Water
Ultimate Kitty Pryde
Garson Grunge
Kwannon
Colossus
Thunderbird
Wither
Iceman
Callisto
Cyclops
Warpath
Spiral
Wolfsbane
Daisy Johnson
Black Box
Shadow King
Petra
Martha Johansson
Gazer
Pyro
Siryn
Hope Summers
Jamie Madrox
Angel Salvadore
Anole
Nate Grey
Caliban
Azazel
Magma
Hyperstorm
Mesmero
Loa
Match
Slipstream
Big Bertha
Bling
Fatale
Cordelia Frost
Ultimate Beast
Ultimate Cyclops
Ultimate Colossus
Hybrid
Bella Donna
Bliss
Bloodhawk
Clyde Wyncham
Flambé
Jane Smythe
Jebediah Guthrie
Litterbug
Metalhead
Native
Orator
Paradigm
Peepers
Penance
Professor Phobos
Profile
Randall Darby
Rhapsody
Sammy Paré
Shard
Shatter
Skids
Stone
Tempo
Vincente Cimetta
Wild Thing
Oya
Apocalypse Twins
Hammer (comics)
Shortpack
Nuklo
Wipeout
Ultimate Magneto
Thumbelina
Quentin Quire
Wraith
Kitty Pryde
Namor
Banshee
Layla Miller
Larry Trask
Rogue
Wallflower
Deadpool
Chimera
Berzerker
Gateway
Madame Web
Icarus
Ultimate Angel
Magneto
Skin
Ultimate Iron Man
Beast
Proteus
Mystique
Tabitha Smith
Danielle Moonstar
Danger Room
Sunpyre
Longshot
Collective Man
Evangeline Whedon
Wind Dancer
Darwin
Surge
Shatterstar
Darkstar
Kestrel
Karma
Arclight
Typhoid Mary
Crimson Commando
Deathbird
Fabian Cortez
Maggott
Masque
Radius
Scrambler
Shamrock
Synch
Artie Maddicks
Toro
Angel Dust
Black Swan
Candra
Catseye
Cell
Cerebra
Dryad
Eden Fesi
Famine
Humus Sapien
Javitz
Lifeforce
Maximus Lobo
Micromax
Mister Sensitive
Pasco
Phantazia
Postman
Powerhouse
Randall Shire
Scaleface
Siena Blaze
Sirocco
Slab
"Sophia ""Chat"" Sanduval"
Spoilsport
Tar Baby
Timeslip
Trader
Zeitgeist
Zero
Mad Jim Jaspers
Ultimate Iceman
Ultimate Gambit
Old Man Logan
The Insect
Mzee
Surge
Rachel Summers
Mastermind
Elixir
Kraven the Hunter
Havok
Sunfire
Joanna Cargill
Sway
Mercury
Exodus
Bishop
Xorn
Silver Fox
Aurora
Husk
Infectia
Basilisk
Sabra
Lila Cheney
Gibbon
Grizzly
Haven
Locus
Rusty Collins
Erg
Aero
Alchemy
Blue Streak
Q10493453
Q10498586
Q10867476
Q10867480
Ryuuta Kodai
Q10896383
Ken Masters
Q11076877
Q11289260
Q11303522
Q11303840
Sothoth
Yuzuki Yukari
Foltest of Temeria
Yun
Ash Burlefoot
Kydrivs Lipof
Willy Valerio
Q12180435
Travis
Q12300373
Q12303434
Q12310004
Q12319317
Q12319718
Q12319803
Q12320298
Q12323935
Q12328605
Q12329092
Q12331071
Q12365613
Q12495648
Aru
Q12723880
Q12740753
Q12759518
Rogan
Halsemon
Q12812002
Q12948447
Q12956785
Hardwire
Woepies Wurm
Q13134343
Q13416017
Gustave Labarbe
Q13445304
Yumiko Kusaka
Tali'Zorah
Lew Zealand
Flareup
Q13636234
Q13737339
Q13741000
Sweedie
Q14101677
Johanna Mason
Devil
Glimmer
Q14513114
Q14519530
Q14620065
Stephanie Johnson
Leech
Arborman
Taiki Kudou
Q15135698
Q15141493
Q15141495
Ms. Marvel (Kamala Khan)
Moritz Eisner
Mamoon Azam
Cuca
Haruka Nishida
Q15636135
Queen Chrysalis
Q15917842
Q15917870
Dr. Trowbridge
Q15983632
Q16113153
Q16165880
Solar Pons
Shotgun Red
Lukewarm
Jenny Gross
Nikolas Cassadine
Q16306230
Galder Weatherwax
Q16514139
Ak-Buz
Q16526118
Harumichi Bouya
Eleanor Miller
Ernest Reinhart
Q16558949
Q16560386
Q16562932
Q16566908
Horse-Bone
Bone
Kamakyuri
Kamikaze
Food Battler Futoshi
Lightning Max
Orochi
Phoenix Man
Armored Assistant Manager
Reclusamurai
Red Muffler
Red Nose
Ancient King
Saturn Man
Shibabawa
Slugerous
Tanktop Girl
Tanktop Mask
Trap Tengu
Zakos
Zeimeet
Tannhäuser
Michael
Takimoto
Lenara Kahn
Dr. King Schultz
Stephen
Rainbow Brite
Grilka
Urhixidur
Ignacio de Loyola: sólo y a pie (biographical work)
Shahna
Q64993410
Q64994509
Q64994919
Richard Cory
Alexis Rose
Pearl and Marina
Julian
Luke Alvez
Fabian Stankowicz
Mae Borowski
Yeenoghu
Q65204803
Q65211120
Dzul
Fizi
Jarjit
Mei Mei
Q65244240
Q65267913
Vera
Bubble Buddy
Beata
Q66086077
Robin
Yngve Bäck
Rycroft Philostrate
Q67201172
Q67202775
Praxedis
Q69375036
Q69861945
Electrix
Marvin Flynn
Monica Chang
Nanako Dojima
Q72396827
Peggy Abercamles
Venger
Marta Batanides
Enabran Tain
sage of the mountain
Michael Webber
Mighty Mutanimals character
F-Stop
Beast
Mezcaal
Mela Katende
Dob
Antrax
Dippy
Dwork
Garson Grunge
Hepax Lagamina
Doomquest
Female Changeling
Ananda
Go
Mephos
Todd
Triple Threat
Zukko
Bellaverde
Noah Manchester
Leonardo
Samuel Yosef
Dead-Eye Duck
Zarm
Shiji Niangniang
James Potter
Cedric Diggory
Gilderoy Lockhart
Enfield Poltergeist
Narcissa Malfoy
Pomona Sprout
Barty Crouch
Gabrielle Delacour
Gellert Grindelwald
Herne the Hunter
Horace Slughorn
Xenophilius Lovegood
Poppy Pomfrey
Alice Longbottom
Ted Tonks
Rose Granger-Weasley
Dedalus Diggle
Grogan Stump
Herbert Beery
Anthony Goldstein
Avery
Damocles Rowle
Roger Davies
Corban Yaxley
Griselda Marchbanks
Ernie Macmillan
Cedrella Black
Ursula Flint
Dominique Weasley
Lucretia Black
Violetta Bulstrode
Emeric the Evil
Cottismore Croyne
Queenie Goldstein
Albert Boot
Venusia Crickerly
Wilhelmina Tuft
Qiqi
Draco Malfoy
Dolores Umbridge
Fleur Delacour
Cho Chang
Phineas Nigellus Black
Ludo Bagman
Preta
Midnight Beauty
Ernie Prang
krasue
Peg Powler
Highgate Vampire
Bill Weasley
Parvati Patil
Pansy Parkinson
Jimmy Peakes
Rolanda Hooch
Drummer of Cortachy
Gaoh
John Dawlish
Helena Ravenclaw
Justin Finch-Fletchley
Kendra Dumbledore
Mafalda Hopkirk
Ogg
Demelza Robins
Dilys Derwent
Penelope Clearwater
Selwyn
Terry Boot
Zacharias Smith
Masan
Antonin Dolohov
Madam Pigott
Lightning Bird
Q2729456
Lincoln's Ghost
Joe Bush
Metheringham Lass
Sava Savanović
Katie King
Sundel bolong
Palatine Light
Q10308588
Minnie Quay
Pearlin Jean
Nightmarchers
Brown Lady of Raynham Hall
Egg ghost
Nang Tani
Kibosh
Conde Estruch
Jij
Black Lady of Bradley Woods
Demon Cat
Greenbrier Ghost
Q13157662
